Description,Label
"Ensured that all production databases are running efficiently 24/7. Implemented appropriate backup and restore strategies to protect all data assets. Monitored database performance, tracked and stored procedures and queries execution times and implemented improvements on efficiency. Responded to and resolved all database access and performance issues. Configured SQL Server for optimum performance. Oriented other database administrators on SQL Server management including upgrades and migration.",Database Administrator
"Requirement analysis and helping out team members in estimating the enhancements. Code review of the enhancements. Helping out team members in resolving business incidents Regular interaction with clients current and future activities Demand & Capacity planning, Cost Review analysis and Forecasting Team management, task allocation, escalation handling, risk identification and mitigation Ensuring on-time delivery of development projects / enhancements",Manager
" User Centered Design: Demonstrate knowledge when performing user-centered design tasks independently and has applied best practices for moderately complex systems;  User Interface Design: Show expertise when applying human factors knowledge to design complex user interfaces across a variety of technology platforms;  Web Concepts: Demonstrate business and conceptual understanding of web applications and assess new technology, platforms and design criteria impacts;  Usability Testing: Direct usability testing and make recommendations to make a state-of-the-art, multi-platform systems;  User Interface Standards and Best Practices: Highest expertise applying industry user interface design standards and best practices to design usable, intuitive and highly complex software applications.",Architect
 Provide software quality assurance (SQA) of Inegrated Circtuits design;  Make software quality testing with some guidance from senior level managers and other engineers.,Quality Assurance
"? Development of Dynamic Websites / Gallery application in Flash, Actionscript 3.0/2.0 ? Using Http methods to send data to server ? Updating user interfaces/pages on response of server ? Development of Reusable Component",Software Engineer
"Involved in development of Imaging & queue based workflow (Newgen FinFlow 1.0, 2.0) and document management (CitiDocs) system applications on VB 6.0, ASP technologies in domains of Banking and Insurance. Onsite Coordinator to implement a window/web based workflow application for Bank of Punjab (India) to automate their loan processing division and Philips (India) to process Billing and Vendor payment.",Software Engineer
Proposing solution to increase the efficiency of business and reducing the sustain efforts Presenting and interacting with customer on proposed solution Preparation of design and creating document of understanding Estimating the efforts of implementing the solution Code review of developed solution Helping business in UAT,Architect
" Supervise the development of sophisticated applications for financial clients;  Understand the client requirements and design their implementation in the .NET platform;  Organize and lead the collaboration of your team with the team of quantitative analysts;  Serve as the liaison between your team and development teams in other company locations;  Provide leadership and guidance to your team of software developers, ensure their continued professional growth;  Organize and maintain quality controls to ensure the highest production standards;  Manage the team growth and recruitment of new specialists.",Technical Lead
" Work with customers to ensure that products meet requirements for reliability and quality.  Will ensure delivery of designs that meet or exceed customer requirements.  Ensure test reports, data and other applicable documentation are complete and in accordance with specifications and purchase order requirements.  Design and implement quality process control programs, bug reporting systems, procedures and techniques.  Define, integrate and continually improve the design assurance process by suggesting and implementing new strategies on IP design projects.",Quality Assurance
" Support the project manager in developing the projects schedule and assisting in project coordination;  Work with developers to define the work breakdown structures for the technical activities associated with each project and provide accurate time-estimates for assigned tasks;  Act as liaison between the project managers and the web developers;  Act as a technical reference for the team by providing technical guidance;  Design, develop and implement client-facing and internal web applications using HTML, DHTML, CSS, JavaScript, AJAX, jQuery and ASP.NET;  Revise and update printed and online marketing materials under lead designer's guidance;  Slice and optimize graphics for GUI development;  Architecture analysis and documentation of the software specifications for web applications;  Responsible for designing new application features and functionality;  Define both functional and technical requirements to facilitate design, development, testing, implementation and ongoing support;  Assist and support other team members on multiple projects;  Provide support and enhancements to existing production applications in a timely and accurate manner;  Play active role in defining and implementing best practices, standards and procedures, including quality and delivery methodologies;  Ensure compliance with the documented software processes and procedures throughout the life cycle of software products;  Ensure quality & reliability of code from the development team by conducting a smoke testing and code reviews;  Propose and decide on technologies used;  Ensure consistency of design elements and interactive behaviors within individual pages/ forms/ components and across entire projects;  Train subordinates;  Share knowledge and lessons learned with team members.",Technical Lead
 Software quality assurance (SQA) of Inegrated Circtuits design;  Software quality testing with some guidance from senior level managers and other engineers.,Quality Assurance
 Design and implement RDBMS schemas and data access components;  Develop strategies for deployment of high performance RDBMS operations;  Design and code software components for web applications;  Develop high performance and scalable algorithms;  Interact with technical managers to facilitate the smooth flow of all technical information;  Interact and train QA Engineers in all technical aspects of the projects.,Architect
" Manage the team;  Define, maintain, oversee and enforce engineering processes;  Provide project leadership for key projects;  Train and mentor project leaders;  Take responsibility for release dates, milestones and budgets.",Manager
"Provided full-stack UX oversight to produce a robust mobile data collection solution. Researched and presented UX and UI design recommendations; leveraged CogTool, R, and Gephi to model user touch/click-path behavior. Field Mobile Usability Testing with Morae (Manager and Observer). Invited Speaker for World Information Architecture Day (WIAD 2016), Boise and Global Streamed event, hosted by Healthwise.",Manager
" Supervise the development of sophisticated applications for financial clients;  Understand the client requirements and design their implementation in the .NET platform;  Organize and lead the collaboration of his/her team with the team of quantitative analysts;  Serve as the liaison between his/her team and development teams in other company locations;  Provide leadership and guidance to his/her team of software developers, ensure their continued professional growth;  Organize and maintain quality controls to ensure the highest production standards;  Manage the team growth and recruitment of new specialists.",Technical Lead
"Created Oracle 8i databases for 2 large departments, from planning and testing through production. Implemented backup and recovery procedures of databases in Sun Solaris and Red Hat Linux environment: implemented backup and recovery procedures and IT department manual. Managed database remodeling and interface development during migration from MS Access to MS SQL server and from MS SQL to Oracle 8i Enhanced MS-Access databases by improving user interface, introducing multiple-user access, and increasing security and stability Involved in all phases of database development, from needs assessment to QA/QC, design, and support",Database Administrator
" Gather and produce requirements and designs;  Write and test code for the required product;  Plan software development activities and follow established processes accurately;  Share knowledge, mentor peers, listen and hear team members positions and provide a fair evaluation of different opinions;  Assign build master from development team members;  Prepare the build status report;  Communicate with management and team members effectively;  Keep commitments;  Participate in discussions regarding technical issues;  Work as part of a software development team.",Technical Lead
" Ensure maximum availability of computer systems throughout the department;  Be responsible for the provision of IT infrastructure services including desktop applications, Local and/ or Wide area networks, IT security and telecommunications;  Be responsible for development and implementation of new systems;  Work with senior management to propose, agree and deliver IT service to define Service Level Agreements;  Be responsible for IT hardware, software and maintenance procurement;  Develop and maintain a disaster recovery plan;  Develop and control the IT security policy.",Manager
" Understand, define and analyse the needs and funtionalities of the software to be developped;  Dispatch the programming work to the available ressources;  Manage the project and the team;  Keep up with deadlines and quality;  Activily report to the IT manager.",Manager
" Design and implement Java/J2EE based, database driven web application;  Design and develop software components that fits into layered application framework, including user interface, business logic and back-end service/ data access components;  Participate in design discussions, code reviews and project related team meetings;  Work with other engineers, Product Management and QA teams to develop innovative solutions that meet business needs with respect to functionality, performance, scalability, reliability and realistic implementation schedules.",Architect
"Manage the India development unit for a Financial Analytics solution. The solutions comprises of strategic features including Budget Manager, Strategic budgeting and Data Modeling. Coordinates Product Release planning, Scope, Schedule, Resource & Risk Management. Work with US counterparts to identify the modules that can be transitioned & executed by offshore. Building a winning team for the product & the organization. Responsible in guiding the team for preparing the analysis details and reviewing the existing application to identify the nice to have and must have functionalities in application. MVVM, MVP and service oriented architecture for different project module using Silverlight, WPF and WCF technologies. Process improvement RCA, Quality metrics, productivity metrics, in-house tools/utilities development to reduce manual work & increase efficiency, focus on Application availability. Initiatives Enhanced the profit opportunities by expanding the team size, rationalizing NA-India employee ratio & exploring new business horizons/strategies by performing research/POC. Proposed & adopted UI QA automation for the product regression testing.",Manager
" Develop future technological trends;  Plan and analyze the work;  Perform operational work;  Provide technical support;  Choose development environment, programming language and the necessary software;  Recommend applied problems to junior developers, monitoring their implementation.",Technical Lead
" Develop J2EE applications;  Be responsible for data-modeling and database design;  Implement user web interface technologies;  Interact with business owners, enterprise and system architects, developers, project managers and QA.",Technical Lead
" Provide technical leadership and drive the architecture and design solution to to meet business needs;  Ability to look at the ""big picture"" and a forward looking attitude with vision to develop new, innovative products using new and evolving technologies;  Prototype new product concepts;  Lead the engineering team on the continuous improvement of software infrastructure;  Give presentations to technical and non-technical audiences and articulate complex technical requirements and designs.",Architect
" Produce and maintain clean, high quality code;  Work as a part of a software development team;  Maintain current knowledge of information technology trends with ability to research and evaluate new applicable directions and technologies;  Mentor and coach development team members; provide expert advice and thought leadership for the team;  Lead the choosing of application technologies, development standards and CI infrastructure;  Lead all the phases of application development.",Technical Lead
 Work as a part of international project teams for leading IT companies;  Code in accordance with defined standards;  Mentor team members as required;  Perform unit and system integration tests;  Business trips to Europe and the US possible.,Technical Lead
? Consuming RESTful web services ? Implementing backbone views ? Implementing backbone models and collections ? Implementing the templates using Handlebars ? Writing the CSS for views,Software Engineer
" Be responsible for planning, preparing, reporting of test processes as well as organizing the process of test automation;  Lead and direct the work of others, if necessary;  Be responsible for installation tests of applications, automated framework development for white-box analysis of sources and configuration management;  Participate in development of new test tools or enhancement of already existing ones;  Control the test activities;  Report to the QA Manager and others.",Quality Assurance
" Ensure Oracle systems uninterrupted availability;  Be responsible for installation, tuning, optimizing and troubleshooting Oracle instances;  Be responsible for SQL*Loader, Imports/ Exports, Backup and Recovery strategies monitoring and implementation;  Lead server and PC configuration in reference to SQL*Net;  Prepare SQL queries and reports.",Database Administrator
"Transition manager acted as interface with Perpetual s Senior Management, Business & IT team to facilitate KT for different applications to Offshore GDC Team resources. Handled project execution and applications tickets (SR and Incidents) resolution remotely (offshore). Managing day-to-day team and project issues to ensure adherence to all appropriate standards. Resource management and defined project roles & responsibilities of team to handle applications.",Manager
"Ability to analyze complex problems, ability to multi-task and meet deadlines. Solve complex problems with multithreading, synchronization and optimizing for performance. Good co-operation and collaboration with team members in the development and testing.",Software Engineer
" Manage a team of exceptional software professionals;  Define, maintain, oversee and enforce engineering processes;  Provide project leadership for key projects;  Train and mentor project leaders;  Take responsibility for release dates, milestones and budgets.",Manager
 Test a high end banking web application;  Develop testing strategies;  Document errors;  Deploy functional code.,Quality Assurance
" Software quality assurance in accordance with developed requirements  Taking part in requirements development and analysis  Taking part in testing strategy development, testing documentation development  Taking part in planning  Commitment to meeting deadline according to a plan  Keeping rules of team work on a project  Improving skills, learning new tools and testing technologies  Taking part in improving professional level of other team members  Taking part in managing a testing team",Quality Assurance
" Develop databases using MySQL InnoDB tables;  Develop Database Abstraction Layer using PHP mysqli extension;  Read, understand and modify an existing code.",Architect
 Analyze designs and develop architectures for software systems;  Deliver optimized application architecture by translating business requirements into technical attributes;  Understand business and technical goals and constraints;  Articulate solution vision;  Prepare alternative approaches and specify components and interfaces.,Architect
" Develop critical framework components/reusable modules;  Establish, maintain and adhere to set of development standards and patterns;  Document technical findings/decisions and make technical presentations;  Maintain, improve and optimize Lycos internal software development process.",Architect
"WEB sites creation, programming, organization and maintenance. PHP/MySQL Data base creation, programming and maintenance, School's WEB sites administration and consultations. Interactive on-line space creation, administration and maintenance, WEB training and Consultation.",Software Engineer
" Roll out, maintain, and repair the IT infrastructure, including facilities, hardware, and software;  Deploy, operate and support IT systems and resources, including all using IT equipment (cabling and wiring, servers, network, power supply and wiring closet equipment, end-user equipment, software, etc.), remote administering;  Manage users accesses to IT services, grant and revoke specified accesses and rights; configure users workplaces and mobile devices, including network connections, administering the local PABX, accounts, mailboxes, etc.;  Manage IT costs, resources, and contractors, including budgeting and planning, hardware/software inventory, local hot stock, service, supply and integration contracts, with guidance from Central IT;  Maintain Central IT procedures, instructions and job standards, including execution of reporting requirements, incidents documentation, systems/users lists keeping;  Maintain clear communication with the location management and staff, with Central IT, with local contractors, suppliers and service providers;  Participate in IT projects during the whole multi-stage process, according to level of responsibility.",Manager
" Support the project manager in developing the projects schedule and assisting in project coordination;  Work with developers to define the work breakdown structures for the technical activities associated with each project and provide accurate time-estimates for assigned tasks;  Act as liaison between the project managers and the web developers;  Act as a technical reference for the team by providing technical guidance;  Design, develop and implement client-facing and internal web applications using HTML, DHTML, CSS, JavaScript, AJAX, jQuery and ASP.NET;  Revise and update printed and online marketing materials under lead designers guidance;  Slice and optimize graphics for GUI development;  Architecture analysis and documentation of the software specifications for web applications;  Be responsible for designing new application features and functionality;  Define both functional and technical requirements to facilitate design, development, testing, implementation and ongoing support;  Assist and support other team members on multiple projects;  Provide support and enhancements to existing production applications in a timely and accurate manner;  Play active role in defining and implementing best practices, standards and procedures including quality and delivery methodologies;  Ensure compliance with the documented software processes and procedures throughout the life cycle of software products;  Ensure quality and reliability of code from the development team by conducting a smoke testing and code reviews;  Propose and decide on technologies used;  Ensure consistency of design elements and interactive behaviors within individual pages/ forms/ components and across entire projects;  Train subordinates;  Share knowledge and lessons learned with team members.",Technical Lead
" Design and document custom software solutions which include database models, software architecture, process flow, and web navigation;  Produce and maintain accurate documentation and code comments on all aspects of software architecture including functionality, logical view and processes, hardware and operating system environment, interface with other systems, etc.;  Work with project leader to establish task schedule, subsystem definition, task milestones, technical goals, and estimated effort;  Mentor the development teams through hands-on assistance as well as formal and informal training;  Review and evaluate the architecture documentation, design and implementation of the software. Conduct and participate in peer code and documentation reviews.",Architect
 Develop software according to requirements;  Take part in gathering requirements;  Take part in system architecture development;  Participate in planning;  Complete work according to deadlines;  Take part in mentoring other developers professional skills.,Architect
" Deploy, develop and maintain the website for management and exchange of product informations.  Programming in HTML and using PHP scripts/programs with MySQL.  Maintaining security of the website, developing and implementing an access control system enforcing different levels of access.",Software Engineer
"Informix and/or Oracle database administration, installation, backup and recovery, performance tuning, SQL optimization, maintenance.",Database Administrator
Database development:  Writing stored procedures and triggers;  Managing and tuning the Database performance.,Database Administrator
" Create designs for (complex) analog and mixed-signal circuitry;  Contribute in realizing analog systems from the design track till the realization on board-level;  Execute the validation and define the qualification of the hardware;  Characterize, model and optimize analog circuits and building blocks in existing CMOS technologies;  Mentor junior engineers and help develop their skills;  Lead contact in the communication.",Technical Lead
 Provide software quality assurance (SQA) of Integrated Circuits design;  Make software quality testing with some guidance from senior level managers and other engineers.,Quality Assurance
 Software quality assurance (SQA) of Inegrated Circtuits design;  Software quality testing with some guidance from senior level managers and other engineers.,Quality Assurance
" Designs, develops, implements, tests and writes documentation for software modules and systems produced by the company;  Provides technical support via e-mail and Internet to users of the software products;  Co-maintains the company's internal development environment.",Software Engineer
 Management of development teams.  Software architecture development.  Documentation writing.  Working according to software requirements.  Taking part in long-term and complex projects.,Technical Lead
"Responsibilities include:  Design and development of scalable, data-intensive infrastructure  Architecture design, database schema design, software design and implementation  Add support for multiple image formats (e.g. PDF) and page layout description",Software Engineer
 Test a high end banking web application;  Develop testing strategies;  Document errors;  Deploy functional code.,Quality Assurance
" Lead the software development process;  Work with the Centers management team and lead specialist to capture functional and design requirements;  Develop project plans and system architecture in collaboration with the rest of the software development team;  Supervise a team of Flash, AJAX and LAMP developers;  Organize and implement testing, debugging and deployment.",Manager
" Administrater the whole IS infrastructure of all TO (tobacco organization) Armenia offices and DCs;  Perform the disaster recovery, system and user administration of Exchange Server, Active Directory and other Windows 2003 server based systems;  Manage the end-user relations and non-business application requirements of all TO Armenia offices and DCs;  Interact with the rest of the Group IS and third party vendors for operational resolutions;  Administer the locally hosted application databases such as MS SQL;  Manage IS infrastructure and Helpdesk issues and report/ escalate to IS/Market Manager;  Perform the local and Group IS procedures to ensure proper support and control levels;  Execute/ coordinate preventive and active maintenance for the IS equipment of all TO Armenia offices;  Advise/ consult infrastructure, system and IS environment solutions to improve the cost, quality and support structure and implement them.",Manager
"? Worked actively in SITA GSL OMAN Phase 3, Phase 2.5 and Phase 2.0 Enterprise Product consisting of a Web Application, Server, Client and Mobile application Portal. ? As an Individual contributor in the domain of Product Quality Assurance, Customer training and support, Feature Designing, mentoring fellow team members in one of the market leading software product. ? Oversaw the Quality procedures related to the project and performed quality audits to ensure templates, procedures and methodologies are adhered to International standards. ? Appreciated for taking lead for the changes introduced in automation and improved the productivity of the team. ? Automated the customer workflows for GSL Automation and executing them in production like environment.",Technical Lead
"Participation with the team members, doing application analysis, development and modification along with providing design recommendations for developing and integrating programs per written specifications. Responsible for delivering integration programming solutions to meet client specific requirements related to B2B platform. Client interaction, designing, analysis, development, debug and documenting programming to satisfy business requirements.",Technical Lead
"Responsible for design, development, application and maintainance of test systems.",Quality Assurance
" Work with customers to ensure that products meet requirements for reliability and quality.  Will ensure delivery of designs that meet or exceed customer requirements.  Ensure test reports, data and other applicable documentation are complete and in accordance with specifications and purchase order requirements.  Design and implement quality process control programs, bug reporting systems, procedures and techniques.  Define, integrate and continually improve the design assurance process by suggesting and implementing new strategies on IP design projects.",Quality Assurance
 Software development  Act as a mentor within the team  Code review within the group,Software Engineer
 Perform daily IT operations;  Administrate local network;  Work with database;  Make reports related to the daily sales.,Manager
: Design application as an architect. Created an application that is making queue of various requests and other application to process this data and A web to create various events and format of that related data along with some set of rules to implement on this data to fire related action.,Architect
 Work in close collaboration with the Project Manager to understand the application requirements;  Act as the development team leader to automate test scripts.,Quality Assurance
 Software architecture development.  Writing documentation.  Working according to software requirements.,Architect
Designing scenario test cases of the functionalities according to business rules. Validating the Profile data getting created and migrated for users in the database. Analyzing functionality and proposing appropriate solution according to business rule. Verifying data at the GDS level using Focal Point. Transferring Domain knowledge to the team members Solely handling enhancements that are incorporated in the application as part maintenance. Reporting of the bugs through Mercury Quality Center and Mantis. Preparing presentations Audit and SMR Mentoring and motivating the team for increasing their operational efficiency,Quality Assurance
"The Web Developer/ Programmer will be responsible for writing scripts and programs, generating interfaces, integration of Flash pages and maintaining our worldwide customers databases on daily basis.",Software Engineer
Development of Java Web Applications,Software Engineer
"Manage the deliverables of offshore team (22 members) for design and development of new features of the product Involvement in Project Planning, Resource Management, Project Estimation and Scheduling Requirement Gathering, Analysis, Formulating and Reviewing Application specifications Design reviews, Code Reviews, Test Plan Reviews Preparing Technical Specification Document, High Level Design Document, Detailed Design Document.",Manager
" Coordinate physical changes to databases applying knowledge of database management systems, using JDBC/ODBC to call database procedures;  Install, configure, administer and troubleshoot information systems that incorporate Microsoft Back Office products including SQL Server 2000 and SQL Server 2005;  Analyze programs, company IT policies, and operational needs;  Analyze problems, identify alternative solutions, and implement recommendations in support of district goals;  Communicate clearly and concisely, both orally and in writing;  Establish and maintain cooperative working relationships with those contacted in the course of work.",Database Administrator
"The incumbent will be responsible for the entire process of development, from feasibility study to design, implementation and delivery to quality assurance group.",Technical Lead
" Design and document custom software solutions which include database models, software architecture, process flow, and web navigation;  Produce and maintain accurate documentation and code comments on all aspects of software architecture including functionality, logical view and processes, hardware and operating system environment, interface with other systems, etc.;  Work with project leader to establish task schedule, subsystem definition, task milestones, technical goals, and estimated effort;  Mentor the development teams through hands-on assistance as well as formal and informal training;  Review and evaluate the architecture documentation, design and implementation of the software. Conduct and participate in peer code and documentation reviews.",Architect
"Involved in the preparation of Test Plan, Test Estimation and Exit report. Assigned and coordinated work from offshore. Prepared status summary reports with details of executed, passed and failed test cases on daily and weekly basis. Test case preparation with 100% test coverage. Conducted Knowledge sharing sessions to the new members joined offshore team Actively participated in analyzing defects with the onsite team. Responsible for the preparing and maintaining artifacts like Understanding documents, Defect/Clarification Tracker, Test scripts and Execution of Test cases. Involved in different kinds of testing like Functional, Regression and UAT testing.",Quality Assurance
" Implement and accomplish fraud management procedures;  Perform analysis of new and existing systems and platforms ensuring receipts and processing of payments;  Create, implement and develop integrated method of determination and control over revenue loss;  Develop and implement effective working methods of the division in accordance with tasks assigned;  Prepare and present necessary reporting in a timely manner.",Technical Lead
 Propose database architecture  Act as a database mentor for all of our teams  Development in the area of databases  Performance tuning in the area of databases,Architect
" Manage the team of software developers;  Interact with project manager and contribute to the project planning;  Participate in Object Oriented Analysis/ Design;  Write software based on specifications/ design;  Interact with other members of the team, such as documentation and testing experts.",Technical Lead
"? Testing Health4Me of various real mobile device (iPhone and Android) ? Create and test the functionality on Emulators and Simulators ? Created a document showing the guidelines How to set Android and IPhone Emulators and Simulators. ? Act as a SME of the whole mobile application and give App knowledge to external teams. ? Give suggestion to Business regarding Usability of the application on Smart phones which in result, accepted as a change request. ? Hosted defect tracking and Issue discussion calls. ? Integrate and communicate with onsite team members for technical and business requirements.",Quality Assurance
