Description,Label
"Project Description:
Servis2 is a (DMS-Dealer Management System) ford warranty and extended service management application for FORD vehicle across the globe. Already launched in 13 markets and looking forward for new market. Executed multiple projects running for servis2. Browser migration toIE11: currently supporting IE8. AA Road side Assistence,PSM
Web focus migration: Currently servis2 has oracle reports which need to be migrated to webfocus 8. Implemented SCORE & AGILE methodologies to improve consistency and predictability. Contribution:
•	Analysis/design/Development/assignment.
•	Preparing Technical Specification Document, Interface Document, High Level Design Document, Detailed Design Document.
•	Providing functional knowledge to team members.
•	Code review and code management.
•	Reviewing components that are to be delivered to the client.
•	Interacting with the client and issue analysis. Role / Responsibilities	Technical Lead                                                 ",Technical Lead
"Project Description(INSIGHT):
INSIGHT Highway 1 is basically the application that manages the notices between United Utilities plc and the various highway authorities for the clean water and the water businesses. This application is specifically used to assist with controlling the cycle of events from the time when the decision to open the road arises, through to the time when all the works have been completed and proved satisfactory.
Role / Responsibilities	Team Lead                                                 Contribution:
•	Business/End user interaction to enhance the application for better usability.
•	Preparing roadmap for changes into the system.
•	Code review and code management.
•	Reviewing components that are to be delivered to the client.
•	DR activity planning and execution.",Technical Lead
"•	Jan12 – Oct16: Syntel Inc.  as Sr. Project Lead/ Client: American Express
 Responsibilities:
?	Tracking, reporting and resolving of production tickets and providing & documenting Root Cause Analysis of reported issues. Technical analysis & Feasibility study and implementation of platform uplifts and new requirements
?	SLA bound Incident management – Analyzing issues, Getting root cause analysis (RCA) & doing Problem management for recurring issues.
?	Key role in taking handovers, transitions from other vendors and successfully establishing the set up in American Express controlled environment.
?	Stakeholder management - Working at client location & interacting with clients/end users/business partners / stakeholders for BAU support and gathering new functional/technical requirements. Negotiate key milestone with customer & ensuring timely deliveries.
?	Follow Software development life lifecycle & quality concepts in the deliverables.
?	Prepare a RASCI matrix with multiple stakeholders and deliver the end-tp-end managed projects with overall delivery accountability. 
",Technical Lead
"1)	Jun-2014 – Feb-2017, Consultant-SAP, HCL Axon, Noida

i)	Client			: Fonterra (New Zealand) 
      	 Role			: Team Lead
           	 Project Duration	: From Aug-2016 – Feb-2017 (Offshore)
 Project Category	: Implementation/Support, SAP Module (HCM, SD, MM)
           	 Environment		: SAP ECC 6.0

Responsibilities: 
?	Designed & Developed custom webdynpro application for Position/Organization create, maintain, Delimit & Copy using FPM OVP GUIBB.
?	Designed & developed custom webdynpro application for Customer Extension & Account management using FPM OVP GUIBB.
?	Developed enterprise proxy for transferring Purchase Order details to another system.
?	Leading a portal migration project technical team managing and training resources on FPM GUIBB technology.
?	Preparation of Technical specification, TS Checklist & Code Review Checklist documents.",Technical Lead
"Dec 2007-Oct 2013 at SOPRA (Noida) as Technical Lead

Key Projects Handled:

Title		:  CAPITA PRISM – ShareSave and Register Maintenance
Location          : Offshore – India at SOPRA India
Role		:  Technical Lead  
Responsibilities:  
•	Designed and developed high and low level design specifications for some of the very complex architectural bits like Transaction Journal Log and Data Extract Framework.
•	Liaising with the onshore architects in resolving technical and functional issues. 
•	Collaborate with System and Business Analysts to understand and convert the functional requirements into well designed technical specifications.
•	Overlooking the design and development of various functional requirements and providing technical guidance on good design and development practices.
•	Conducting code and design reviews.
•	Develop and unit test WCF services according to technical design specifications
•	Collaborate with system analysts in helping to perform analysis and estimation of various functional requirements and change requirements.
•	Conduction technology and process knowledge sharing sessions
•	Mentoring junior team members for improving their design and development skills
",Technical Lead
"COMPUTER SCIENCES CORPORATION INDIA PVT. LTD.                                      JAN 2006 – APRIL 2009
Project:  AXA-Equitable Group                                                                                    Sr. Software Engineer – Quality
CSC, the worlds third largest IT services player is one of the most admired & reputed IT companies of the world
AXA Equitable is a client of CSC for many years. AXA Equitable life insurance and annuities systems run on CSC's VANTAGE-ONE, LIFE/70 and Cyberlife software applications. The CSCI AXA team FSG India and AXA equitable were jointly responsible for the management of the program and for providing the necessary resources to the project.
Key Accomplishments:
•	Played key role  in CMMI 1.2 implementation in the organization.
•	Instrumental in creation of Policies, procedure, guideline and templates as part of CMMI. 
•	Performed periodic process compliance and work product audits (delivery inspection).
•	Automated reports that have considerably reduced report generation time which lead to increase in 
               productivity and turn on time.
•	Responsible for metrics generation collection, analysis and follow-up as part of QPM 
•	Achieved a very high customer satisfaction rating for the project through process improvement. 
•	Routinely develop clear cohesive reports that identify problem areas and suggest improvements.
•	Instrumental in defect prevention activities including defect causal analysis.
•	Led Effort Estimation using Function Point Analysis methodology.
•	Proactively negotiated with client for changes in process and key performance metrics.
•	Involved in Risk Management and Disaster recovery management. 
•	Participated in Knowledge Management and Value-Add Initiatives.
•	Conducted various process training (Organization and project Level)",Quality Assurance
"VYOM LABS PVT. LTD. PUNE, INDIA                                                                                JUNE 2005 – DEC 2005
Software Testing Engineer
Vyom Labs Pvt. Ltd. specializes in offering services and training in Software Testing, IT Infrastructure Management. 
•	Manual Testing, Regression Testing using tools such as WinRunner, TestDirector, Bugzilla
•	Writing and executing Test Cases. 
•	Coordinated with Senior Managers for issue reporting and resolution.
Environment:  Windows, WinRunner, QTP, TestDirector, Bugzilla, and Testzilla
",Quality Assurance
"PROFESSIONAL EXPERIENCE:
Client: J. P. Morgan Chase Bank, Tampa FL  							Apr ’11 – Till Date 
Role: QA Lead
Project: Mortgage Express

Description: Mortgage Express provides the loan production process with maximum flexibility, thereby enabling lenders to easily adapt to changing market dynamics and regulations, introduce new products, scale to meet demand, and generally increase Competitiveness. The Mortgage Express architecture, with its process orchestration layer, provides a highly flexible, easily adaptable solution and platform for meeting the business needs of lenders.It is a solution for Chase Home Mortgage Lending. The system is comprised of long running processes that involve users, third party systems, and lender legacy systems all working together to complete the loan transaction. 

Responsibilities:
•	Involved in creation of the object based data driven framework for Selenium.
•	Extensively used the selenium Web Driver feature
•	Used  many Java feature like(Inheritance, Overloading , constructor Overloading etc.) while developing the Framework and Test scripts
•	Proactively worked on resolving the environment issue, like is profiling required for Firefox browser?
•	Used Maven POM.xml file to maintain the same version of jar files across all the team member and all projects
•	Extensively Used Xpath and CSS object.
•	Automated around 900 test cases and written lots of reusable and Application specific functions.
•	Used ANT to build and run the Selenium automation framework",Quality Assurance
" Oct’14 – till date with Tata Consultancy Services Limited as QA Analyst	
  Project Handled:    1. CVS PBM QA (Retail) (USA) Offshore Noida
2.  Talk Talk Sales (Telecom) (UK) Offshore Chennai

Roles & Responsibilities :  1. Enterprise Digital Mobility QA , Mobility Lab Set Up , Mobile Application Regression testing     Network Testing , Web automation Testing using – Selenium web driver ,Cross Platform Testing , Usability Testing , Browser Compatibility Testing .
2.	Expertise in writing Selenium WebDriver automation scripts in JAVA.
3.	Expertise in writing Appium Scripts for mobile automation (Android).
4.	Executed automation scripts on different browsers/environments & reported defects/results to the team.
5.	Maintained the Selenium & JAVA automation code and resources in source controls like CVS, SVN over the time for improvements and new features
6.	Responsible for test execution. Defect Reporting, Defects Verification and Validation using HP QC.
7.	Executed Back –end testing to validate data.
8.	Regular status reporting and coordination with clients and opposite team members.
9.	Prepared induction manual for new joiners to give them in depth knowledge of project.
10.	Responsible for ensuring test data is properly identified, set up and availability of Stubs and Drivers before execution of tests.
",Quality Assurance
"Project Description:
AT&T Wireless is a wholly owned subsidiary of AT&T Communications offering telecommunication products and services through www.AT&T.com . The SHOP category allows the users to shop phone & device, plans & services, accessories, deal etc. We implemented selenium to automate the shop process in AT&T.com and gave support for various releases.

Roles/Responsibilities: 
•	Involved in various meetings with Business analysts and developers for AT&T online store project. Assessed & analyzed user stories, Business Requirements (BRD), Functional Requirements (FRD) and participated in Sprint planning, Review Sessions & Scrum Meetings.
•	Conducted UI testing, Functional testing, Regression Testing and verified the results with expected results using Traceability Matrix. Involved in the usage of BDD framework with Cucumber Step Definition, Scenarios and Features for UAT testing. Implementation of ATDD technical practices (e.g. Automated testing, TDD, continuous integration) create a robust/reliable /repeatable automation test bed.
•	Used ATDD (Acceptance Test Driven development) approach to write feature files using Gherkin format. Implemented Test driven development (ATDD and BDD) framework using cucumber tool with Gherkins Language. Served as coordinator for all testing activities during the project. Designed Test Suite, Test Cases, and Test Scenarios for functional modules. Implemented Page Object Model(POM) by creating objects for each page.",Quality Assurance
"2.	CSM Bakery(Hybris) - Sapient (Mar, 2016 – Aug 2016)
 	Customer	: CSM
 	Technology	: Hybris 6.0
 	Summary	: CSM is bakery products manufacturer and have their presence in NA and Europe. This project is about designing an E-commerce B2B site for CSM clients. CSM foresees PIM, CMS and E-commerce system all in one place to handle their business knowledge via online application. For this, B2B powertools accelerator is used as a base of this project.

 	Responsibility Area’s : 
?	Understanding the requirements
?	Creating TDD
o	Manage Catalogue
o	Search
o	Classification System
?	Modelling
o	Product Model
o	Category Model
o	Classification Attributes Modelling
?	System clean-up activities
?	Google Analytics 
?	Solr Query Filter
?	Solr Result Populator
During UAT, being at client location below were my responsibilities:
?	Help onsite team to debug the issue
?	Help Client understand the implementation
?	Fix P1 issues reported after offshore work hours
?	Investigate P2 issues and communicate to the offshore team
?	Provide test data to client",Software Engineer
"Professional Experience:
•	Bell-Canada(A Client of Tech Mahindra)-Current
•	Project –    Internet Change Package
Duration	Jan 2016 – Present
Technology	React JS, Redux , HTML5, CSS, ES6, bootstrap, Tortoise SVN, JavaScript, Ajax, JSON, Rest API
Project Abstract	Bell Canada is telecommunication company (e-Commerce), Internet Change Package user can select new package for the Internet and modify existing one. Modem installation request generation.
Role	Developer
Responsibilities	•	Involved in Design & Analysis phase.
•	Coding and bug fixing.
•	Responsible for offshore team coordination and work assignment.",Software Engineer
"
MIRKETA SOFTWARE :

Software Engineer in Mirketa Software :   (28/03/2016 to present)

Worked on many Salesforce projects in various verticals, Coordinate with the team to deliver the project with bug free development of Salesforce Applications.
Understood client requirements, documenting the requirement, provide a best feasible solution, offer the client with helpful alternatives, develop the desired application and test the development done in the projects.",Software Engineer
"Associate Developer	August 2014 – Present
IHS Markit, Noida, India

Projects:  

?	AWS Automated Processing (SOLA Platform): The aim of the project is to fetch data files from different indices automatically at regular interval of time and download them on S3 bucket and later on extract data out of these files to provide the same to different financial clients. 

Tasks undertaken:
•	Development of application using AWS Lambda and other services to create microservice architecture.
•	Creating web services using AWS API Gateway.
•	Architecting various event-driven and scheduled Lambda functions to trigger various AWS resources.
•	Database designing, stored procedures, application deployment, release management, reporting, etc.
•	Configurations of AWS services like SNS, Kinesis streams and sharding, S3, Glacier, cron jobs, Aurora databases multi A-Z, etc.
•	Involvement in scrum meetings, sprint planning and analyzing requirements with manager.


Environment description:
?	Operating System: Windows
?	Programming Languages: .NET Core 1.0, C#, AWS .Net SDK, XUnit, Chilkat API .Net Components
?	Frameworks: WCF, AWS like Lambda, API Gateway, S3, SNS, Kinesis, Glacier, RDS, Aurora, SES, Route 53, VPC, IAM 
?	Database: MySQL, SQL Server
?	Tools: Visual Studio 2015, MySQL Workbench, GIT, JIRA, CloudBerry, S3 browser

Business or sector: Financial Services",Software Engineer
"Project 1 -- FedEx				   May 2016 – Till Date
Senior Java/J2EE Developer – Pittsburgh, PA 
Description: YMS (Yard Management System) is an application used to manage the Trailers inside the Yard and assign the destinations to the trailers, which are waiting in the yard and coming to the yard.
Roles and Responsibilities:
•	Implemented the system by using Agile (Scrum) Development methodology using HP Agile Manager.
•	Used Rational Rose to design class diagrams, Use Case diagrams, sequence diagrams.
•	Implemented MVC architecture using JSF/AngularJS Framework.
•	Developed web Application using JSP, JSF, ICE Faces, jQuery, CSS 3.
•	Developed mobile version of the application using AngularJS, HTML5 and CSS 3. 
•	Developed Responsive UI pages using Bootstrap and CSS 3.
•	Extensively used ICE Faces tags for better look and feel.
•	Used Spring framework for the business layer using Spring DI, DAO, AOP modules.
•	Replaced TopLink with Hibernate framework and integrated it with Spring framework to communicate with the back end process.",Software Engineer
"Medtronic (Minneapolis, MN)                        Oracle Consultant                    		Jun 2013 to Jan 2015

Responsibilities
•	Performed Cross platform migration for all the versions of database from 9i, 10g to 11g and 12c using Uni-Directional / Bi-Directional GoldenGate replication.
•	Migrated standby, primary and secondary goldengate databases using RMAN backup/restore and recover to SCN strategy. 
•	Worked with different application teams to carry out different Migration strategy 
•	Performed Cross platform migration for all the versions of database from 9i, 10g to 11g and 12c using Uni-Directional / Bi-Directional Goldengate replication.
•	Migrated standby, primary and secondary goldengate databases using RMAN backup/restore and recover to SCN strategy. 
•	Encryption of the entire contents of a tablespace and its tables using TDE techniques.
•	Implemented Oracle 11gr2u4 Grid Infrastructure on 2 node RAC on Oracle Enterprise Linux (OEL) and Red Hat Enterprise Linux (RHEL) from the scratch.
•	Installation and Configuration of Standby for production databases.
•	Performed Database Configuration Tasks like creating tablespaces for data and indexes, adding datafiles to tablespaces, monitoring tablespace size, tuning SGA for optimal database performance, modifying redo log sizes and groups depending on the requirement, monitor v$ views for database related information
•	Oracle monitoring and performance using Oracle recommended tools like OEM Cloud Control 12c , Oracle 10g Grid Control, SQL Tuning Advisor, AWR, ADDM, TKPROF, ASH and Explain Plan
•	Attending daily, weekly and bi-weekly calls with Customer (IT divisions) for discussing on-going activities and upcoming projects.

Environment: AIX, HP-UX, RHEL Linux & Windows, Oracle 9i, 10g, 11g, 12c, Dataguard, RAC
",Database Administrator
"WELLS FARGO, Iowa			                                                                         
Job Title: Sr. Oracle Database Administrator                                      Dec 2015 – Present

Wells Fargo & Company is an American international banking and financial services holding company headquartered in San Francisco, California, with ""hubquarters"" throughout the country. It is the world's second largest bank by market capitalization and the third largest bank in the U.S. by assets.
 
Responsibilities:
•	Upgraded database from 11.2.0.1 to 11.2.0.2 and then to 12.1.0.2.
•	Worked on creating and supporting Multitenant (CDB and PDB) databases and apply the quarterly PSU patches and setup the database backups using RMAN.
•	Migrated the 11g databases from HP-UX to AIX (7.1) using RMAN and upgraded the databases from 11g to 12c running on AIX (7.1) servers
•	Applying patches for enhancement and fixing bugs using Opatch.
•	Upgraded RAC databases from 11.2.0.3 to 11.2.0.4.
•	Used ASMCA to create ASM diskgroups and add disks to ASM diskgroup. Used SRVCTL, CRSCTL utilities to monitor and manage the RAC services.
•	Installed and maintained 2 node RAC with ASM and 11g database.
•	Installation, creation of 11g, 12c databases for Testing, Development and Production.
•	Supported RAC on Oracle 11g using Automatic Storage Management (ASM).
•	Worked on Oracle backup and recovery strategy, designing and implementation using cold backup, hot backup and RMAN methodologies. 
•	Involved in day to day activities like user/table management, performance tuning, backup/recovery database replication for high availability etc. 
•	Customizing autoconfig templates according to the environment requirements.
•	Successfully implemented physical standby database using Oracle Data Guard feature for High availability configuration",Database Administrator
"Project Name	ERP(Navisio,AX)
Client 	Jabong.com
Role	DBA
Organization	Jabong.com
Duration 	June 2015 to December 2015.
Environment	Sql server 2012 Windows 2008 Server, Sql server Profiler, Sql Server, Agent.

Responsibilities
•	Installation, configuration and upgrading of Microsoft SQL Server and related products. 
•	Evaluate MSSQL features and MSSQL related products. 
•	Establish and maintain sound backup and recovery policies and procedures. 
•	Take care of the Database design and implementation. 
•	Implement and maintain database security (create and maintain users and roles, assign privileges). 
•	Database tuning and performance monitoring. 
•	Creating a maintenance plan for scheduling Backup and Recovery jobs.
•	Application tuning and performance monitoring. 
•	Setup and maintain documentation and standards. 
•	Plan growth and changes (capacity planning). 
•	Work as part of a team and provide 7×24 supports when required. 
•	Do general technical trouble shooting and give consultation to development teams. ",Database Administrator
"Wells Fargo, Chandler, AZ                                                                                                Oct’ 15 to Till date
Sr. Oracle DBA                                                                                   
Wells Fargo & Company is an American multinational diversified financial services company with operations around the world. Worked as a Production Oracle DBA and worked on new project builds for critical applications.
Responsibilities:
•	24/7 Supported critical OLTP Production databases on RAC and non-RAC environments.
•	Experienced in supporting Oracle 11gR2 RAC and Oracle 12c RAC databases on AIX, SunOS 5.10, Linux servers and on Exadata machines.
•	Installed and Configured 6 node 12c RAC with Data guard setup on Linux, Solaris servers.
•	Upgraded Oracle 11g database to 12c databases. Worked on multitenant architecture by creating and maintaining container and pluggable databases.
•	Installed, configured and maintained Oracle Golden gate 12c between oracle databases and upgraded databases from 11g to 12c with minimum or zero downtime.
•	Experienced in converting a non-cdb database to cdb database, cloning pluggable databases, performing point-in-time recovery for a pluggable database. Experienced in 12c multitenant databases performance tuning.
•	Successfully implemented physical standby database using Oracle Data guard and Active Data guard feature for High availability configuration in RAC environment.
•	Experienced in implementing and managing Oracle Exadata Machine. Oracle Certified Exadata Implementation Specialist.
•	Extensive experience of Oracle Exadata in various aspects of installing, configuring, monitoring, Storage cell software, InfiniBand switch software, ILOM firmware etc.
•	Involved in creating templates and developing notification methods in OEM to support monitoring functionality for oracle databases and database/application servers.
•	Responsible for tuning application including rewriting of SQL, partitioning of tables, analyzing jobs and scheduling them properly, etc. 
•	Performed troubleshooting of database using AWR, ASH and ADDM reports for better performance of in house or Vendor applications. Monitor and troubleshoot database issues with OEM grid control.
•	Experience in writing autosys jils for Oracle jobs.
•	Customized UNIX shell scripts to automate routine DBA tasks of taking backups, exports, space usage monitoring and others.
Environment: Oracle 11gR2/12cR1, Solaris 11, RHEL 6.5, Dbartisan 9.7, AIX 7.1, Shell Scripting, RMAN, Data pump, OEM 12c Grid Control, Pac2000, Exadata.",Database Administrator
"ABC COMPANY, Sometown -- 9/2004-Present
Database Administrator

Manage Oracle database administration assignments for diverse industry clients. Enhance database performance, perform restores, implement recovery procedures, handle performance tuning and conduct regular system backups. Ensure technical and functional designs meet business requirements.

Key Projects:

 

Served as DBA or project lead in the completion of 80+ medium- to large-scale implementations, managing projects from business requirements analysis to solutions delivery and support.
Managed a $1.2 million data-integration project for financial services firm that consolidated information from accounting applications, third-party market data and internal equities/fixed income applications.
Contributed to furniture retailer's 15% revenue growth in 2007 by standardizing content from disparate databases, enabling sales and support staff to quickly respond to customer requests.
Created Web-enabled, group-scheduling system for a large university, allowing students to view and print schedules for current and future semesters. Delivered solution on time, on spec and on budget.
Innovated time-saving, robust employee data-intake system that automated database update functions, enabling new salary and process-exception information to be automatically populated.
Developed and tested storage strategies and disaster-recovery plan for large manufacturing company's operational database, delivering solution that guaranteed recovery performance and high availability.
Enhanced end users' understanding of database systems by conducting pre-implementation workshops, delivering group and individual training sessions and creating user-friendly training materials.",Database Administrator
"Managed comprehensive test plan creation, execution and certification of software to guarantee ?5% defect leakage to user community while also ensuring 100% requirements coverage. Development methodologies supported both Waterfall and Agile/Scrum.
Provided process improvement recommendations generating year over year savings and/or cost avoidance of $.5M.
Reduced cost of service every year by 10-15% via efficiencies and automation such as Quick Test Pro, Quality Center and Selenium (test automation tools).
Assembled, generated & analyzed multitude of metrics/charts for peers & executives to assist with monitoring Software Development Life Cycle, code quality & test effectiveness. Presented status to VP & direct reports.
Encouraged employee development through formal reviews and feedback sessions as well as defined training plans.",Manager
"Manage 7 Maintenance staff tasked with improving equipment and facility reliability in 3 facilities (approx. 160,000 sf total).

Passionately coach maintenance team to change behavior from fixing problems to preventing problems through weekly team meetings and individual attention.
Manage 1 Process Engineer for molding and packaging operations.
Manage a $750K maintenance budget with YOY favorable results through improved production efficiencies, reduced MRO inventories and facility upgrades.
Manage implementation of $500K in capital improvement projects. All projects were completed on-time and within budget.
Developed and implemented preventive maintenance and inventory programs for all production lines that increased productivity by 10% YOY.",Manager
